id,observed_on,time_observed_at,time_zone,quality_grade,image_url,captive_cultivated,place_guess,scientific_name,iconic_taxon_name,season,image_path
13766027,2018-06-23,,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/20295941/medium.jpeg,False,"Maui County, HI, USA",Drepanis coccinea,Aves,Summer,./images_native/13766027.jpg
132520466,2022-08-27,2022-08-27 16:46:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/225658559/medium.jpeg,False,"3580 Kilauea Rd, Kilauea, HI 96754, USA",Fregata minor,Aves,Summer,./images_native/132520466.jpg
18469187,2011-03-28,2011-03-28 09:32:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/28240336/medium.jpg,False,"Kailua-Kona, HI 96740, USA",Tringa incana,Aves,Spring,./images_native/18469187.jpg
97427424,2021-10-05,,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/161932067/medium.jpeg,False,"Diamond Head / Kapahulu / St. Louis Heights, Honolulu, HI, USA",Gygis alba,Aves,Fall,./images_native/97427424.jpg
106845070,2022-02-15,2022-02-15 12:12:01-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/179579718/medium.jpg,False,"North Pacific Ocean, Kamuela, HI, US",Tringa incana,Aves,Winter,./images_native/106845070.jpg
169856215,2023-05-29,2023-05-29 09:32:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/294516293/medium.jpg,False,"Kailua-Kona, HI, USA",Himatione sanguinea,Aves,Spring,./images_native/169856215.jpg
146320793,2023-01-10,2023-01-10 11:48:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/251533903/medium.jpeg,False,"Kailua-Kona, HI, USA",Arenaria interpres,Aves,Winter,./images_native/146320793.jpg
55656900,2014-12-06,2014-12-06 02:10:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/88640345/medium.jpeg,False,"Kalihiwai, HI, USA",Fregata minor,Aves,,./images_native/55656900.jpg
93540447,2021-09-03,2021-09-03 05:24:00-10:00,Hawaii,research,https://static.inaturalist.org/photos/155048016/medium.png,False,"Kilauea, HI 96754, USA",Sula sula,Aves,Fall,./images_native/93540447.jpg
17365646,2017-04-01,2017-04-01 14:32:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/26372920/medium.jpeg,False,"Honolulu County, HI, USA",Ardenna pacifica,Aves,Spring,./images_native/17365646.jpg
147503614,2023-01-16,2023-01-16 14:38:30-10:00,Hawaii,research,https://static.inaturalist.org/photos/253827037/medium.jpg,False,"Honolulu County, US-HI, US",Phoebastria immutabilis,Aves,Winter,./images_native/147503614.jpg
169417266,2023-05-25,2023-05-25 10:11:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/293711517/medium.jpg,False,"Maui County, US-HI, US",Chlorodrepanis virens,Aves,Spring,./images_native/169417266.jpg
104723128,2022-01-01,2022-01-01 06:21:12-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/175538525/medium.jpg,False,"Upper Waiākea Forest Reserve, Hilo, HI, US",Himatione sanguinea,Aves,Winter,./images_native/104723128.jpg
208763571,2023-12-29,2023-12-29 15:13:00-10:00,Hawaii,research,https://static.inaturalist.org/photos/369393856/medium.jpg,False,"Kalihiwai, HI, USA",Branta sandvicensis,Aves,,./images_native/208763571.jpg
141698244,2022-10-16,2022-10-16 09:27:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/242809859/medium.jpg,False,"Puako, HI, USA",Nycticorax nycticorax,Aves,Fall,./images_native/141698244.jpg
112610431,2022-04-19,2022-04-19 13:25:46-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/190214549/medium.jpg,False,"North Pacific Ocean, HI, US",Fregata minor,Aves,Spring,./images_native/112610431.jpg
98152182,2021-09-28,2021-09-28 07:00:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/163361312/medium.jpeg,False,"Hawaii, US",Himantopus mexicanus knudseni,Aves,Fall,./images_native/98152182.jpg
67029704,2020-12-24,2020-12-24 13:49:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/108195827/medium.jpeg,False,"Kihei, HI 96753, USA",Fulica alai,Aves,,./images_native/67029704.jpg
102694474,2021-12-02,2021-12-02 11:28:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/171723860/medium.jpg,False,"Hosmer Grove, Haleakala National Park, Maui County, HI, USA",Drepanis coccinea,Aves,,./images_native/102694474.jpg
201082340,2024-03-02,2024-03-02 07:20:15-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/354897889/medium.jpg,False,"Hawaii County, US-HI, US",Drepanis coccinea,Aves,Spring,./images_native/201082340.jpg
24707103,2015-01-07,2015-01-07 16:53:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/38207952/medium.jpeg,False,"Waianapanapa State Park, Hana, HI 96713, USA",Arenaria interpres,Aves,Winter,./images_native/24707103.jpg
19720982,2019-01-17,2019-01-17 02:55:42-10:00,Hawaii,research,https://static.inaturalist.org/photos/30383382/medium.jpg,False,"Hawaii, US",Pluvialis fulva,Aves,Winter,./images_native/19720982.jpg
153558266,2023-03-20,2023-03-20 10:10:00-10:00,Hawaii,research,https://static.inaturalist.org/photos/265234328/medium.jpeg,False,"Maui County, US-HI, US",Himantopus mexicanus knudseni,Aves,Spring,./images_native/153558266.jpg
90501335,2021-08-08,2021-08-08 10:35:37-10:00,Hawaii,research,https://static.inaturalist.org/photos/149585604/medium.jpg,False,"Honokohau Bay, Kailua Kona, HI, US",Nycticorax nycticorax,Aves,Summer,./images_native/90501335.jpg
149775065,2023-02-26,2023-02-26 12:29:21-10:00,Hawaii,research,https://static.inaturalist.org/photos/258135918/medium.jpg,False,"Kawainui Marsh, Kailua, HI, US",Pluvialis fulva,Aves,Winter,./images_native/149775065.jpg
1075186,2014-11-09,2014-11-09 14:46:04-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/1347850/medium.jpg,False,"Hawaii, US",Himantopus mexicanus knudseni,Aves,Fall,./images_native/1075186.jpg
160615225,2023-05-08,2023-05-08 08:51:48-10:00,Hawaii,research,https://static.inaturalist.org/photos/277555415/medium.jpeg,False,Kilauea Point National Wildlife Refuge,Ardenna pacifica,Aves,Spring,./images_native/160615225.jpg
146839503,2022-12-27,2022-12-27 13:57:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/252550089/medium.jpeg,False,"Hawaii County, HI, USA",Drepanis coccinea,Aves,,./images_native/146839503.jpg
127925010,2022-07-17,2022-07-17 20:18:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/217236537/medium.png,False,"Hilo, HI 96720, USA",Chlorodrepanis virens,Aves,Summer,./images_native/127925010.jpg
152045561,2017-03-03,2017-03-03 17:38:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/262426850/medium.jpeg,False,"Ala Moana, Honolulu, HI, Egyesült Államok",Gygis alba,Aves,Spring,./images_native/152045561.jpg
35220263,2019-10-09,2019-10-09 08:40:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/55513718/medium.jpeg,False,"Hilo, Hawai'i, USA",Fulica alai,Aves,Fall,./images_native/35220263.jpg
167452508,2023-06-13,2023-06-13 13:49:32-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/290083407/medium.jpg,False,"James Campbell National Wild Refuge, Kahuku, HI, US",Fulica alai,Aves,Summer,./images_native/167452508.jpg
135816236,2022-09-16,2022-09-16 11:31:13-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/231704227/medium.jpg,False,"Wailoa River State Recreation Area, Hilo, HI, US",Fulica alai,Aves,Fall,./images_native/135816236.jpg
106825138,2022-02-07,2022-02-07 11:35:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/179540316/medium.jpeg,False,"Diamond Head / Kapahulu / St. Louis Heights, Honolulu, HI, USA",Gygis alba,Aves,Winter,./images_native/106825138.jpg
200382020,2024-02-24,2024-02-24 19:04:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/353527141/medium.jpeg,False,"Kihei, HI 96753, USA",Fulica alai,Aves,Winter,./images_native/200382020.jpg
107443859,2019-01-25,2019-01-25 09:36:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/180708789/medium.jpeg,False,"Waimanalo Beach, HI, USA",Sula sula,Aves,Winter,./images_native/107443859.jpg
29152813,2018-04-27,2018-04-27 06:39:39-10:00,Hawaii,research,https://static.inaturalist.org/photos/45486811/medium.jpg,False,"Hana, Hawaï 96713, États-Unis",Tringa incana,Aves,Spring,./images_native/29152813.jpg
41129710,2018-04-17,2018-04-17 11:11:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/65218995/medium.jpg,False,"Kalihiwai, HI, USA",Ardenna pacifica,Aves,Spring,./images_native/41129710.jpg
173893638,2023-07-19,2023-07-19 20:00:40-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/302043137/medium.jpeg,False,"Anaehoomalu, Puako, HI 96738, Vereinigte Staaten",Nycticorax nycticorax,Aves,Summer,./images_native/173893638.jpg
101492312,2021-11-07,2021-11-07 10:10:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/169501197/medium.jpg,False,"Kauai County, HI, USA",Fulica alai,Aves,Fall,./images_native/101492312.jpg
108080178,2016-11-03,2016-11-03 03:13:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/181877945/medium.jpeg,False,"Diamond Head / Kapahulu / St. Louis Heights, Honolulu, HI, USA",Pluvialis fulva,Aves,Fall,./images_native/108080178.jpg
184600558,1979-06-01,,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/322254792/medium.jpg,False,"Kure Atoll, Hawaii",Sula sula,Aves,Summer,./images_native/184600558.jpg
51666589,2020-07-01,2020-07-01 13:51:44-10:00,Hawaii,research,https://static.inaturalist.org/photos/82102338/medium.jpg,False,"Maui, Kihei, HI, US",Branta sandvicensis,Aves,Summer,./images_native/51666589.jpg
23273767,2019-04-26,2019-04-26 15:28:37-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/36062481/medium.jpg,False,"Maui County, US-HI, US",Himantopus mexicanus knudseni,Aves,Spring,./images_native/23273767.jpg
196567170,2019-07-17,2019-07-17 13:49:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/346032766/medium.jpg,False,"Kalihiwai, HI, USA",Ardenna pacifica,Aves,Summer,./images_native/196567170.jpg
21119984,2019-03-09,2019-03-09 08:56:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/32642018/medium.jpeg,False,"Kauai, Hawaii, United States",Arenaria interpres,Aves,Spring,./images_native/21119984.jpg
18974622,2018-12-09,2018-12-09 13:39:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/29090868/medium.jpeg,False,"Hawaii, USA",Tringa incana,Aves,,./images_native/18974622.jpg
88334664,2021-07-23,2021-07-23 14:08:03-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/145733500/medium.jpg,False,"Kīlauea Lighthouse, Kilauea, HI, US",Sula sula,Aves,Summer,./images_native/88334664.jpg
199948041,2024-02-12,2024-02-12 12:23:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/352649820/medium.jpeg,False,"Hawaii County, HI, USA",Chlorodrepanis virens,Aves,Winter,./images_native/199948041.jpg
10026840,2018-02-27,2018-02-27 15:58:37-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/13790404/medium.jpg,False,"Kilauea National Wildlife Refuge, Kilauea, HI, US",Branta sandvicensis,Aves,Winter,./images_native/10026840.jpg
179275254,2016-11-05,2016-11-05 06:14:56-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/312091495/medium.jpg,False,"James Campbell National Wild Refuge, Kahuku, HI, US",Pluvialis fulva,Aves,Fall,./images_native/179275254.jpg
19407515,2019-01-03,2019-01-03 10:05:38-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/29850555/medium.jpg,False,"Hawaii, US",Gygis alba,Aves,Winter,./images_native/19407515.jpg
36248091,2019-11-30,2019-11-30 11:29:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/57276038/medium.jpeg,False,"Hawaii, US",Phoebastria immutabilis,Aves,Fall,./images_native/36248091.jpg
77501596,2021-05-04,2021-05-04 11:39:13-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/126753599/medium.jpeg,False,"Wailua, HI 96746, USA",Phaethon lepturus,Aves,Spring,./images_native/77501596.jpg
194255478,2023-12-13,2023-12-13 11:25:51-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/341409619/medium.jpeg,False,"Ali'i Drive @ Kahalu'u Beach Park, Kahaluu-Keauhou, HI 96740, USA",Tringa incana,Aves,,./images_native/194255478.jpg
30498238,2019-08-07,2019-08-07 20:44:00-10:00,Hawaii,research,https://static.inaturalist.org/photos/47651129/medium.jpg,False,"Honaunau-Napoopoo, HI 96704, USA",Arenaria interpres,Aves,Summer,./images_native/30498238.jpg
87468525,2021-07-13,2021-07-13 15:31:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/144212826/medium.jpeg,False,"Maui County, HI, USA",Himatione sanguinea,Aves,Summer,./images_native/87468525.jpg
193349207,2022-07-02,2022-07-02 15:48:10-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/339642415/medium.jpg,False,"Oʻahu, Honolulu, HI, US",Nycticorax nycticorax,Aves,Summer,./images_native/193349207.jpg
42271219,2009-01-25,2009-01-25 10:00:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/67106116/medium.jpg,False,"Haleakala Crater, Hawaii 96790, USA",Branta sandvicensis,Aves,Winter,./images_native/42271219.jpg
109797151,2017-04-29,2017-04-29 10:00:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/185118870/medium.jpg,False,"North Shore, Waialua, HI, USA",Ardenna pacifica,Aves,Spring,./images_native/109797151.jpg
75136221,2021-04-24,2021-04-24 14:16:26-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/122884781/medium.jpg,False,"Kilauea Point - National Wildlife Refuge, Kilauea, HI, US",Sula sula,Aves,Spring,./images_native/75136221.jpg
156368187,2023-04-14,2023-04-14 12:29:13-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/270386889/medium.jpeg,False,Kealia Pond National Wildlife Refuge,Fulica alai,Aves,Spring,./images_native/156368187.jpg
107279845,2022-02-20,2022-02-20 15:29:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/180401666/medium.jpeg,False,"Volcano, HI 96785, USA",Himatione sanguinea,Aves,Winter,./images_native/107279845.jpg
26928060,2019-05-29,,Hawaii,research,https://static.inaturalist.org/photos/41840472/medium.jpg,False,"Maui County, US-HI, US",Fulica alai,Aves,Spring,./images_native/26928060.jpg
73437595,2021-04-06,2021-04-06 06:31:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/119891888/medium.jpeg,False,"Hawaii Volcanoes National Park, HI 96718, USA",Himatione sanguinea,Aves,Spring,./images_native/73437595.jpg
192303909,2023-11-25,2023-11-25 06:54:22-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/337557977/medium.jpeg,False,"Puako, HI, USA",Pluvialis fulva,Aves,Fall,./images_native/192303909.jpg
193622002,2023-12-10,2023-12-10 07:45:57-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/340150388/medium.jpg,False,"Hawaiʻi, Kamuela, HI, US",Nycticorax nycticorax,Aves,,./images_native/193622002.jpg
178389339,2023-07-30,2023-07-30 14:11:50-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/312006514/medium.jpg,False,"Haleakalā National Park, Hana, HI, US",Branta sandvicensis,Aves,Summer,./images_native/178389339.jpg
45424708,2019-08-22,2019-08-22 08:54:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/72026733/medium.jpeg,False,"Maui County, HI, USA",Arenaria interpres,Aves,Summer,./images_native/45424708.jpg
39176044,2020-02-22,2020-02-22 15:16:07-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/62117331/medium.jpg,False,"Ala Moana Beach Park, Honolulu, HI, US",Pluvialis fulva,Aves,Winter,./images_native/39176044.jpg
96656723,2021-09-23,2021-09-23 12:38:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/160609693/medium.jpeg,False,Makauwahi Cave Reserve Trail,Phaethon lepturus,Aves,Fall,./images_native/96656723.jpg
94641953,2021-09-12,2021-09-12 12:24:41-10:00,Hawaii,research,https://static.inaturalist.org/photos/160868889/medium.jpg,False,"Honolulu County, US-HI, US",Pluvialis fulva,Aves,Fall,./images_native/94641953.jpg
177119090,2023-07-24,2023-07-24 11:57:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/308010245/medium.jpg,False,"Hawaii County, HI, USA",Drepanis coccinea,Aves,Summer,./images_native/177119090.jpg
37729418,2019-12-29,2019-12-29 18:36:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/59869390/medium.jpeg,False,"Hilo, HI 96720, USA",Arenaria interpres,Aves,,./images_native/37729418.jpg
137896771,2018-10-21,2018-10-21 15:04:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/235579324/medium.jpeg,False,"Maalaea, HI, USA",Fulica alai,Aves,Fall,./images_native/137896771.jpg
98212822,2021-09-30,2021-09-30 07:44:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/163474389/medium.jpeg,False,"Kailua, HI, USA",Ardenna pacifica,Aves,Fall,./images_native/98212822.jpg
162395675,2023-05-15,2023-05-15 22:59:00-10:00,Hawaii,research,https://static.inaturalist.org/photos/280786591/medium.jpeg,False,"Maui County, HI, USA",Drepanis coccinea,Aves,Spring,./images_native/162395675.jpg
144619654,2022-12-10,2022-12-10 12:27:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/248242314/medium.jpeg,False,"Kauai, Hawaii, United States",Drepanis coccinea,Aves,,./images_native/144619654.jpg
147740057,2019-03-23,2019-03-23 08:52:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/254276006/medium.jpg,False,"799 Piilani St, Hilo, HI 96720, USA",Branta sandvicensis,Aves,Spring,./images_native/147740057.jpg
16027836,2015-12-18,2015-12-17 13:56:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/24010130/medium.jpg,False,"92-111 Mauloa Pl, Kapolei, HI 96707, USA",Pluvialis fulva,Aves,,./images_native/16027836.jpg
60782752,2013-09-15,2013-09-15 08:47:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/97213427/medium.jpg,False,"shipwreck beach, Kauai County, HI, USA",Phaethon lepturus,Aves,Fall,./images_native/60782752.jpg
203846714,2024-03-24,2024-03-24 17:14:34-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/360218464/medium.jpg,False,"Hilton Hawaiian Village Waikiki Beach Resort, Honolulu, HI, US",Nycticorax nycticorax,Aves,Spring,./images_native/203846714.jpg
148124142,2022-08-02,2022-08-02 18:54:17-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/255016434/medium.jpg,False,"Hawaiʻi, Kailua Kona, HI, US",Nycticorax nycticorax,Aves,Summer,./images_native/148124142.jpg
24924773,2008-12-20,2008-12-20 02:33:04-10:00,Hawaii,research,https://static.inaturalist.org/photos/38558435/medium.jpeg,False,"Hawaii, US",Himantopus mexicanus knudseni,Aves,,./images_native/24924773.jpg
151260378,2023-03-06,2023-03-06 11:24:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/260950701/medium.jpeg,False,"Kihei, HI 96753, USA",Nycticorax nycticorax,Aves,Spring,./images_native/151260378.jpg
21027384,2019-03-06,2019-03-06 13:36:57-10:00,Hawaii,research,https://static.inaturalist.org/photos/32481174/medium.jpg,False,"USS Bowfin Submarine Museum & Park, Aiea, HI, US",Pluvialis fulva,Aves,Spring,./images_native/21027384.jpg
207863734,2024-04-17,2024-04-17 15:08:11-10:00,Hawaii,research,https://static.inaturalist.org/photos/367720282/medium.jpg,False,"Makapuu Beach Park, Waimanalo, HI, US",Tringa incana,Aves,Spring,./images_native/207863734.jpg
230686,2013-04-06,,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/290157/medium.jpg,False,"Manoa, HI",Pluvialis fulva,Aves,Spring,./images_native/230686.jpg
180059782,2023-08-24,2023-08-24 13:18:49-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/313582393/medium.jpeg,False,"Kalihiwai, HI, USA",Fregata minor,Aves,Summer,./images_native/180059782.jpg
156186825,2023-04-22,2023-04-22 10:53:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/270047592/medium.jpeg,False,"Saddle Road, Hawaii County, HI, USA",Himatione sanguinea,Aves,Spring,./images_native/156186825.jpg
197120572,2024-01-19,2024-01-19 17:11:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/347100150/medium.jpeg,False,"Ala Moana, Honolulu, HI, USA",Nycticorax nycticorax,Aves,Winter,./images_native/197120572.jpg
197024889,2024-01-10,2024-01-10 12:42:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/346907273/medium.jpg,False,"Hawaii Kai, Honolulu, HI, USA",Sula sula,Aves,Winter,./images_native/197024889.jpg
35402710,2019-11-05,2019-11-05 00:14:42-10:00,Hawaii,research,https://static.inaturalist.org/photos/55820990/medium.jpeg,False,"Hawaii, US",Himantopus mexicanus knudseni,Aves,Fall,./images_native/35402710.jpg
108076755,2022-02-28,2022-02-28 17:31:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/181890853/medium.jpeg,False,"Hawaii, Hawaii, United States",Arenaria interpres,Aves,Winter,./images_native/108076755.jpg
177002205,2023-08-06,2023-08-06 07:23:12-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/307792839/medium.jpeg,False,Honolulu,Gygis alba,Aves,Summer,./images_native/177002205.jpg
109660084,2022-03-15,2022-03-15 01:10:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/184859840/medium.jpeg,False,"Honolulu County, HI, USA",Fulica alai,Aves,Spring,./images_native/109660084.jpg
32787916,2019-09-11,2019-09-11 16:57:11-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/51450363/medium.jpg,False,"Oʻahu, Waipahu, HI, US",Pluvialis fulva,Aves,Fall,./images_native/32787916.jpg
169254129,2020-02-14,2020-02-14 10:05:52-10:00,Hawaii,research,https://static.inaturalist.org/photos/293415088/medium.jpg,False,"Kōkeʻe State Park, Kona, HI, US",Himatione sanguinea,Aves,Winter,./images_native/169254129.jpg
295418,2013-04-17,2013-04-17 04:06:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/365903/medium.JPG,False,,Tringa incana,Aves,Spring,./images_native/295418.jpg
146053737,2023-01-05,2023-01-05 10:47:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/251013380/medium.jpg,False,"Kailua-Kona, HI, USA",Pluvialis fulva,Aves,Winter,./images_native/146053737.jpg
148739501,2023-01-31,2023-01-31 14:52:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/256193419/medium.jpg,False,"Hawaii County, HI, USA",Drepanis coccinea,Aves,Winter,./images_native/148739501.jpg
147737527,2023-01-22,2023-01-22 17:08:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/254270953/medium.jpg,False,"Hilo, HI 96720, USA",Branta sandvicensis,Aves,Winter,./images_native/147737527.jpg
