id,observed_on,time_observed_at,time_zone,quality_grade,image_url,captive_cultivated,place_guess,scientific_name,iconic_taxon_name,season,image_path
204665059,2024-03-30,2024-03-30 15:50:16-10:00,Hawaii,research,https://static.inaturalist.org/photos/361783870/medium.jpg,False,"Kauaʻi, Kapaa, HI, US",Acridotheres tristis,Aves,Spring,./images_introduced/204665059.jpg
143335689,2019-12-29,2019-12-29 09:15:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/245806142/medium.png,False,"Pāhoa, HI 96778, USA",Cairina moschata domestica,Aves,,./images_introduced/143335689.jpg
146758303,2022-10-30,2022-10-30 06:47:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/252389907/medium.jpg,False,"Waikiki, Honolulu, HI 96815, USA",Bubulcus ibis,Aves,Fall,./images_introduced/146758303.jpg
125739388,2022-07-10,2022-07-10 19:00:46-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/213266827/medium.jpg,False,"Maui, Kihei, HI, US",Acridotheres tristis,Aves,Summer,./images_introduced/125739388.jpg
177225785,2023-08-07,2023-08-07 09:44:19-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/308578368/medium.jpeg,False,"Hawaii, US",Padda oryzivora,Aves,Summer,./images_introduced/177225785.jpg
13934854,2018-06-18,2018-06-18 13:05:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/20591403/medium.jpg,False,Nu‘uanu Pali Lookout,Paroaria coronata,Aves,Summer,./images_introduced/13934854.jpg
102104379,2021-11-28,2021-11-28 09:19:31-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/170618537/medium.jpeg,False,Pūpūkea,Spilopelia chinensis,Aves,Fall,./images_introduced/102104379.jpg
177261436,2023-08-03,2023-08-03 15:30:31-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/308275502/medium.jpeg,False,"Kalaoa, HI 96740, USA",Ortygornis pondicerianus,Aves,Summer,./images_introduced/177261436.jpg
148001135,2022-11-14,2022-11-14 12:05:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/254780620/medium.jpg,False,"Haleakala NP, Maui County, HI, USA",Alectoris chukar,Aves,Fall,./images_introduced/148001135.jpg
152071055,2023-03-13,2023-03-13 07:52:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/262472854/medium.jpeg,False,"Kihei, HI 96753, USA",Acridotheres tristis,Aves,Spring,./images_introduced/152071055.jpg
39999983,2020-03-14,2020-03-14 07:53:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/63519278/medium.jpg,False,"Kailua-Kona, HI, USA",Passer domesticus,Aves,Spring,./images_introduced/39999983.jpg
151169781,2023-03-13,2023-03-13 09:55:50-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/260789408/medium.jpeg,False,"Crater Rim Drive @ Visitors Center $15 fee paid to the Park required, Hawaii 96785, USA",Lophura leucomelanos,Aves,Spring,./images_introduced/151169781.jpg
17819299,2018-10-24,2018-10-24 11:00:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/27194914/medium.jpg,False,"Waikīkī, HI 96815, USA",Passer domesticus,Aves,Fall,./images_introduced/17819299.jpg
94243277,2021-09-09,2021-09-08 22:35:00-10:00,Hawaii,research,https://static.inaturalist.org/photos/156312202/medium.png,False,"Kaumualii Hwy, Kekaha, HI 96752, USA",Zosterops japonicus,Aves,Fall,./images_introduced/94243277.jpg
75237148,2021-04-23,2021-04-23 00:31:00-10:00,Hawaii,research,https://static.inaturalist.org/photos/123058036/medium.jpg,False,"Waikapu, HI, USA",Geopelia striata,Aves,Spring,./images_introduced/75237148.jpg
179424180,2023-08-20,2023-08-20 08:06:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/312365769/medium.jpeg,False,"Kauai County, HI, USA",Zosterops japonicus,Aves,Summer,./images_introduced/179424180.jpg
104831792,2022-01-12,2022-01-12 11:54:33-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/175746819/medium.jpg,False,"Hawaiʻi, Holualoa, HI, US",Sicalis flaveola,Aves,Winter,./images_introduced/104831792.jpg
110616043,2021-12-31,2021-12-31 09:06:41-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/186628379/medium.jpg,False,"Maui, Lahaina, HI, US",Cardinalis cardinalis,Aves,,./images_introduced/110616043.jpg
27605266,2019-06-22,2019-06-22 00:21:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/42965978/medium.jpg,False,"Maui, Hawaii, United States",Bubulcus ibis,Aves,Summer,./images_introduced/27605266.jpg
504641,2014-01-19,,Hawaii,research,https://static.inaturalist.org/photos/642539/medium.jpg,False,"Princeville, HI",Copsychus malabaricus,Aves,Winter,./images_introduced/504641.jpg
73439947,2021-04-07,2021-04-07 08:34:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/119895907/medium.jpeg,False,"1 Arizona Memorial Pl, Honolulu, HI 96818, USA",Psittacula krameri,Aves,Spring,./images_introduced/73439947.jpg
146308694,2023-01-10,2023-01-10 17:28:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/251510711/medium.jpeg,False,"Honolulu County, HI, USA",Cardinalis cardinalis,Aves,Winter,./images_introduced/146308694.jpg
102477295,2021-12-04,2021-12-04 07:47:58-10:00,Hawaii,research,https://static.inaturalist.org/photos/171313112/medium.jpg,False,"Oʻahu, Honolulu, HI, US",Psittacula krameri,Aves,,./images_introduced/102477295.jpg
161358504,2023-05-04,2023-05-04 16:39:37-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/278904487/medium.jpg,False,"Hawaii, US",Padda oryzivora,Aves,Spring,./images_introduced/161358504.jpg
148585228,2014-03-17,2014-03-17 15:32:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/255904046/medium.jpeg,False,"Kalihiwai, HI, USA",Gallus gallus domesticus,Aves,Spring,./images_introduced/148585228.jpg
174352038,2023-07-20,2023-07-20 20:36:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/302884811/medium.jpeg,False,"Haleakala Hwy, Kula, HI 96790, USA",Lonchura punctulata,Aves,Summer,./images_introduced/174352038.jpg
10056374,2018-03-02,2018-03-02 08:59:58-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/13842371/medium.jpg,False,"Waianae Intermediate School, Waianae, HI, US",Geopelia striata,Aves,Spring,./images_introduced/10056374.jpg
82841263,2021-06-07,2021-06-07 08:08:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/135999938/medium.jpeg,False,"North Shore, Waialua, HI, USA",Copsychus malabaricus,Aves,Summer,./images_introduced/82841263.jpg
278,2008-05-18,2008-05-18 19:14:26-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/313/medium.jpg,False,"poipu, hi",Lonchura atricapilla,Aves,Spring,./images_introduced/278.jpg
151191329,2023-03-09,2023-03-09 13:44:00-10:00,Hawaii,research,https://static.inaturalist.org/photos/260830090/medium.jpeg,False,"Honolulu, Hawaii, United States",Spilopelia chinensis,Aves,Spring,./images_introduced/151191329.jpg
149578762,2023-02-23,2023-02-23 13:35:00-10:00,Hawaii,research,https://static.inaturalist.org/photos/257771931/medium.jpg,False,"Kauaʻi, Kapaa, HI, US",Gallus gallus domesticus,Aves,Winter,./images_introduced/149578762.jpg
178955366,2023-08-17,2023-08-17 05:40:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/311491895/medium.jpeg,False,"Poipu, Koloa, HI 96756, USA",Bubulcus ibis,Aves,Summer,./images_introduced/178955366.jpg
105269096,2022-01-15,2022-01-15 17:27:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/176588581/medium.jpg,False,"Hawaii County, HI, USA",Gallus gallus domesticus,Aves,Winter,./images_introduced/105269096.jpg
14774005,2018-07-26,2018-07-26 15:22:01-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/22045230/medium.jpg,False,"2141 Hoone Rd, Poipu, HI, US",Acridotheres tristis,Aves,Summer,./images_introduced/14774005.jpg
12630010,2018-05-19,2018-05-19 16:10:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/18268362/medium.jpg,False,"Hawaii Kai, Honolulu, HI, USA",Copsychus malabaricus,Aves,Spring,./images_introduced/12630010.jpg
204062775,2024-03-26,2024-03-26 11:01:19-10:00,Hawaii,research,https://static.inaturalist.org/photos/360634398/medium.jpg,False,"Hoʻomaluhia Botanical Garden, Kaneohe, HI, US",Geopelia striata,Aves,Spring,./images_introduced/204062775.jpg
7432290,2017-07-31,2017-07-30 17:24:00-10:00,Hawaii,research,https://static.inaturalist.org/photos/9660641/medium.jpg,False,"Hawaii County, HI, USA",Zosterops japonicus,Aves,Summer,./images_introduced/7432290.jpg
39565856,2020-03-03,2020-03-03 10:52:18-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/62784315/medium.jpg,False,"Mahukona Harbor, Kamuela, HI, US",Paroaria capitata,Aves,Spring,./images_introduced/39565856.jpg
190452063,2023-11-08,2023-11-08 14:37:13-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/333869070/medium.jpg,False,"Kīlauea, Pahoa, HI, US",Lophura leucomelanos,Aves,Fall,./images_introduced/190452063.jpg
201607552,2022-09-27,2022-09-27 09:36:00-10:00,Hawaii,research,https://static.inaturalist.org/photos/355910641/medium.jpg,False,"Diamond Head / Kapahulu / St. Louis Heights, Honolulu, HI, USA",Pycnonotus cafer,Aves,Fall,./images_introduced/201607552.jpg
106223705,2022-01-27,2022-01-27 08:41:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/178408585/medium.jpg,False,"Kailua-Kona, HI, USA",Spilopelia chinensis,Aves,Winter,./images_introduced/106223705.jpg
18050822,2018-09-23,2018-09-23 06:16:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/27599374/medium.jpeg,False,"Napili, Maui, Hawai'i, USA",Columba livia domestica,Aves,Fall,./images_introduced/18050822.jpg
18406275,2018-11-14,2018-11-14 10:16:47-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/28134234/medium.jpg,False,"Wailua River State Park, Kapaa, HI, US",Cairina moschata domestica,Aves,Fall,./images_introduced/18406275.jpg
9958602,2018-02-16,2018-02-16 08:23:50-10:00,Hawaii,research,https://static.inaturalist.org/photos/13769429/medium.jpg,False,"174 Lahainaluna Rd, Lahaina, HI, US",Spilopelia chinensis,Aves,Winter,./images_introduced/9958602.jpg
97483938,2021-10-07,2021-10-07 10:31:05-10:00,Hawaii,research,https://static.inaturalist.org/photos/162132157/medium.jpg,False,"Hawaii, US",Padda oryzivora,Aves,Fall,./images_introduced/97483938.jpg
181021538,2018-08-12,2018-08-12 14:26:00-10:00,Hawaii,research,https://static.inaturalist.org/photos/315426513/medium.jpg,False,"RCJ4+Q4, Waimea, HI 96743, USA",Crithagra mozambica,Aves,Summer,./images_introduced/181021538.jpg
151803554,2023-03-20,2023-03-20 18:14:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/261981332/medium.jpeg,False,"Nuuanu - Punchbowl, Honolulu, HI, USA",Pycnonotus cafer,Aves,Spring,./images_introduced/151803554.jpg
157296844,2023-04-28,2023-04-28 07:04:45-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/271985918/medium.jpg,False,"Oʻahu, East Honolulu, HI, US",Acridotheres tristis,Aves,Spring,./images_introduced/157296844.jpg
263256,2013-04-16,2013-04-16 01:23:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/326116/medium.JPG,False,Big Island Country Club,Ortygornis pondicerianus,Aves,Spring,./images_introduced/263256.jpg
22004847,2019-04-04,2019-04-04 14:49:47-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/34108638/medium.jpg,False,"H1 W, Waipahu, HI, US",Bubulcus ibis,Aves,Spring,./images_introduced/22004847.jpg
191609597,2023-11-19,2023-11-19 11:27:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/336181359/medium.jpeg,False,"MCBH, HI 96734, USA",Copsychus malabaricus,Aves,Fall,./images_introduced/191609597.jpg
71673315,2021-03-20,2021-03-20 15:16:53-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/116726356/medium.jpg,False,"Kauaʻi, Kapaa, HI, US",Gallus gallus,Aves,Spring,./images_introduced/71673315.jpg
204959079,2024-04-01,2024-04-01 07:59:28-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/362336255/medium.jpeg,False,Poipu,Gallus gallus domesticus,Aves,Spring,./images_introduced/204959079.jpg
74909193,2021-04-22,2021-04-22 16:46:53-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/122490695/medium.jpg,False,"Mākena State Park, Wailea-Makena, HI, US",Paroaria coronata,Aves,Spring,./images_introduced/74909193.jpg
3583779,2016-06-28,2016-06-28 04:22:00-10:00,Hawaii,research,https://static.inaturalist.org/photos/4154965/medium.JPG,False,"Maui County, HI, USA",Alectoris chukar,Aves,Summer,./images_introduced/3583779.jpg
20207867,2019-02-07,2019-02-07 11:53:10-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/31190883/medium.jpg,False,"Pāʻiwa St, Waipahu, HI, US",Sicalis flaveola,Aves,Winter,./images_introduced/20207867.jpg
182127548,2023-08-29,2023-08-29 21:04:27-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/317493420/medium.jpeg,False,"Honokohau Small Boat Harbor and Marina, Kailua-Kona, HI 96740, USA",Bubulcus ibis,Aves,Summer,./images_introduced/182127548.jpg
104739588,2022-01-10,2022-01-10 16:39:53-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/175570400/medium.jpg,False,"Ellison Onizuka Kona International Airport at Keahole, Kailua Kona, HI, US",Paroaria capitata,Aves,Winter,./images_introduced/104739588.jpg
31954027,2019-09-01,2019-09-01 06:05:05-10:00,Hawaii,research,https://static.inaturalist.org/photos/50065335/medium.jpg,False,"Hawaiʻi, Keauhou, HI, US",Ortygornis pondicerianus,Aves,Fall,./images_introduced/31954027.jpg
209491985,2024-04-25,2024-04-25 15:12:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/370701917/medium.png,False,"Hawaii, US",Passer domesticus,Aves,Spring,./images_introduced/209491985.jpg
38643529,2020-02-13,2020-02-13 07:20:12-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/61447278/medium.jpeg,False,"Kapaʻa, HI 96746, USA",Gallus gallus,Aves,Winter,./images_introduced/38643529.jpg
203957838,2024-03-25,2024-03-25 12:07:27-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/360433076/medium.jpg,False,"Hawaiʻi, Hilo, HI, US",Columba livia domestica,Aves,Spring,./images_introduced/203957838.jpg
136201321,2022-09-23,2022-09-23 10:15:25-10:00,Hawaii,research,https://static.inaturalist.org/photos/232416617/medium.jpeg,False,"Hawaii, US",Cardinalis cardinalis,Aves,Fall,./images_introduced/136201321.jpg
9873934,2011-08-01,2011-08-01 03:48:11-10:00,Hawaii,research,https://static.inaturalist.org/photos/13531260/medium.jpg,False,puna hawaii,Gallus gallus domesticus,Aves,Summer,./images_introduced/9873934.jpg
104427029,2022-01-05,2022-01-05 08:40:59-10:00,Hawaii,research,https://static.inaturalist.org/photos/174995364/medium.jpg,False,"Haleakalā National Park, Hana, HI, US",Alectoris chukar,Aves,Winter,./images_introduced/104427029.jpg
111278823,2022-04-12,2022-04-12 09:07:53-10:00,Hawaii,research,https://static.inaturalist.org/photos/187836609/medium.jpg,False,"Hawaiʻi, Keauhou, HI, US",Paroaria capitata,Aves,Spring,./images_introduced/111278823.jpg
195032626,2023-12-27,2023-12-27 15:45:40-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/343000606/medium.jpeg,False,"Hawaii, US",Sicalis flaveola,Aves,,./images_introduced/195032626.jpg
37836297,2020-01-21,2020-01-21 12:54:19-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/60060591/medium.jpg,False,"Patsy T Mink Central Oahu Regional Park, Waipahu, HI, US",Haemorhous mexicanus,Aves,Winter,./images_introduced/37836297.jpg
20794586,2019-02-26,2019-02-26 16:18:10-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/32071152/medium.jpg,False,"Kamaole Park II, Kihei, HI, US",Ortygornis pondicerianus,Aves,Winter,./images_introduced/20794586.jpg
148727495,2023-01-24,2023-01-24 20:59:06-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/256172498/medium.jpeg,False,"Leilani Estates, Hawaï 96778, États-Unis",Geopelia striata,Aves,Winter,./images_introduced/148727495.jpg
73819895,2021-04-12,2021-04-12 16:43:44-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/120572960/medium.jpg,False,"Hawaiʻi, Holualoa, HI, US",Cairina moschata domestica,Aves,Spring,./images_introduced/73819895.jpg
101554022,2021-11-20,2021-11-20 09:00:40-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/169613681/medium.jpg,False,"Maui, Lahaina, HI, US",Ortygornis pondicerianus,Aves,Fall,./images_introduced/101554022.jpg
106075239,2022-02-02,2022-02-02 13:20:30-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/178123907/medium.jpeg,False,"Pāhoa, HI 96778, USA",Lophura leucomelanos,Aves,Winter,./images_introduced/106075239.jpg
165802144,2023-04-08,2023-04-08 16:35:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/287043963/medium.jpg,False,"Maui County, HI, USA",Alectoris chukar,Aves,Spring,./images_introduced/165802144.jpg
19299585,2018-12-29,2018-12-29 14:41:34-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/29667094/medium.jpg,False,"H1 W, Waipahu, HI, US",Lonchura atricapilla,Aves,,./images_introduced/19299585.jpg
102933226,2021-10-25,2021-10-25 05:06:00-10:00,Hawaii,research,https://static.inaturalist.org/photos/172170074/medium.jpg,False,"4099-4053 Hunakai St, Lihue, HI 96766, United States",Gallus gallus,Aves,Fall,./images_introduced/102933226.jpg
167586935,2023-06-15,2023-06-15 10:11:13-10:00,Hawaii,research,https://static.inaturalist.org/photos/290329880/medium.jpg,False,"Maui, Kaanapali, HI, US",Passer domesticus,Aves,Summer,./images_introduced/167586935.jpg
86468835,2021-07-10,2021-07-10 11:16:12-10:00,Hawaii,research,https://static.inaturalist.org/photos/142454038/medium.jpg,False,"Mayor Eddie Tam Memorial Center, Makawao, HI, US",Gallus gallus,Aves,Summer,./images_introduced/86468835.jpg
20839977,2019-02-28,2019-02-28 11:51:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/32148159/medium.jpg,False,"94-510 Lumiʻaina St, Waipahu, HI, US",Haemorhous mexicanus,Aves,Winter,./images_introduced/20839977.jpg
63217605,2011-03-13,2011-03-13 08:39:00-10:00,Hawaii,research,https://static.inaturalist.org/photos/101421277/medium.jpeg,False,"Maui, Hawái, EE. UU.",Passer domesticus,Aves,Spring,./images_introduced/63217605.jpg
103232179,2011-08-24,2011-08-24 11:40:00-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/172725994/medium.jpeg,False,"Hawaii County, US-HI, US",Padda oryzivora,Aves,Summer,./images_introduced/103232179.jpg
195425404,2023-12-28,2023-12-28 04:23:00-10:00,Hawaii,research,https://static.inaturalist.org/photos/343778315/medium.jpg,False,"Diamond Head / Kapahulu / St. Louis Heights, Honolulu, HI, USA",Pycnonotus cafer,Aves,,./images_introduced/195425404.jpg
199229303,2024-02-13,2024-02-13 12:26:40-10:00,Hawaii,research,https://static.inaturalist.org/photos/351311731/medium.jpeg,False,Ko Olina,Spilopelia chinensis,Aves,Winter,./images_introduced/199229303.jpg
159035036,2023-05-01,2023-05-01 10:12:26-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/274767653/medium.jpg,False,"Oʻahu, Aiea, HI, US",Columba livia domestica,Aves,Spring,./images_introduced/159035036.jpg
182203297,2023-08-31,2023-08-31 09:59:34-10:00,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/317636786/medium.jpeg,False,"Holualoa, HI, USA",Paroaria capitata,Aves,Summer,./images_introduced/182203297.jpg
